filename,slide_name,path,class,x_coord,y_coord,tissue_mask,nuclei_mask,unique_mask_indices,class_prc
training_set_metastatic_roi_072_img_patch_768_192.png,training_set_metastatic_roi_072,../dataset/patches/images/training_set_metastatic_roi_072_img_patch_768_192.png,metastatic,768,192,../dataset/patches/tissue_mask/training_set_metastatic_roi_072_tissue_patch_768_192.png,../dataset/patches/nuclei_mask/training_set_metastatic_roi_072_nuclei_patch_768_192.png,[3],[100.]
training_set_metastatic_roi_009_img_patch_0_768.png,training_set_metastatic_roi_009,../dataset/patches/images/training_set_metastatic_roi_009_img_patch_0_768.png,metastatic,0,768,../dataset/patches/tissue_mask/training_set_metastatic_roi_009_tissue_patch_0_768.png,../dataset/patches/nuclei_mask/training_set_metastatic_roi_009_nuclei_patch_0_768.png,[3],[100.]
training_set_metastatic_roi_090_img_patch_768_576.png,training_set_metastatic_roi_090,../dataset/patches/images/training_set_metastatic_roi_090_img_patch_768_576.png,metastatic,768,576,../dataset/patches/tissue_mask/training_set_metastatic_roi_090_tissue_patch_768_576.png,../dataset/patches/nuclei_mask/training_set_metastatic_roi_090_nuclei_patch_768_576.png,[3],[100.]
training_set_primary_roi_078_img_patch_384_0.png,training_set_primary_roi_078,../dataset/patches/images/training_set_primary_roi_078_img_patch_384_0.png,primary,384,0,../dataset/patches/tissue_mask/training_set_primary_roi_078_tissue_patch_384_0.png,../dataset/patches/nuclei_mask/training_set_primary_roi_078_nuclei_patch_384_0.png,[1 3],[ 7.4 92.6]
training_set_primary_roi_092_img_patch_768_0.png,training_set_primary_roi_092,../dataset/patches/images/training_set_primary_roi_092_img_patch_768_0.png,primary,768,0,../dataset/patches/tissue_mask/training_set_primary_roi_092_tissue_patch_768_0.png,../dataset/patches/nuclei_mask/training_set_primary_roi_092_nuclei_patch_768_0.png,[3],[100.]
training_set_metastatic_roi_098_img_patch_192_0.png,training_set_metastatic_roi_098,../dataset/patches/images/training_set_metastatic_roi_098_img_patch_192_0.png,metastatic,192,0,../dataset/patches/tissue_mask/training_set_metastatic_roi_098_tissue_patch_192_0.png,../dataset/patches/nuclei_mask/training_set_metastatic_roi_098_nuclei_patch_192_0.png,[3],[100.]
training_set_primary_roi_045_img_patch_768_0.png,training_set_primary_roi_045,../dataset/patches/images/training_set_primary_roi_045_img_patch_768_0.png,primary,768,0,../dataset/patches/tissue_mask/training_set_primary_roi_045_tissue_patch_768_0.png,../dataset/patches/nuclei_mask/training_set_primary_roi_045_nuclei_patch_768_0.png,[1],[100.]
training_set_metastatic_roi_060_img_patch_192_0.png,training_set_metastatic_roi_060,../dataset/patches/images/training_set_metastatic_roi_060_img_patch_192_0.png,metastatic,192,0,../dataset/patches/tissue_mask/training_set_metastatic_roi_060_tissue_patch_192_0.png,../dataset/patches/nuclei_mask/training_set_metastatic_roi_060_nuclei_patch_192_0.png,[3],[100.]
training_set_metastatic_roi_063_img_patch_576_192.png,training_set_metastatic_roi_063,../dataset/patches/images/training_set_metastatic_roi_063_img_patch_576_192.png,metastatic,576,192,../dataset/patches/tissue_mask/training_set_metastatic_roi_063_tissue_patch_576_192.png,../dataset/patches/nuclei_mask/training_set_metastatic_roi_063_nuclei_patch_576_192.png,[2 3],[ 9. 91.]
training_set_metastatic_roi_031_img_patch_768_192.png,training_set_metastatic_roi_031,../dataset/patches/images/training_set_metastatic_roi_031_img_patch_768_192.png,metastatic,768,192,../dataset/patches/tissue_mask/training_set_metastatic_roi_031_tissue_patch_768_192.png,../dataset/patches/nuclei_mask/training_set_metastatic_roi_031_nuclei_patch_768_192.png,[3],[100.]
training_set_primary_roi_013_img_patch_768_0.png,training_set_primary_roi_013,../dataset/patches/images/training_set_primary_roi_013_img_patch_768_0.png,primary,768,0,../dataset/patches/tissue_mask/training_set_primary_roi_013_tissue_patch_768_0.png,../dataset/patches/nuclei_mask/training_set_primary_roi_013_nuclei_patch_768_0.png,[1],[100.]
training_set_metastatic_roi_031_img_patch_384_576.png,training_set_metastatic_roi_031,../dataset/patches/images/training_set_metastatic_roi_031_img_patch_384_576.png,metastatic,384,576,../dataset/patches/tissue_mask/training_set_metastatic_roi_031_tissue_patch_384_576.png,../dataset/patches/nuclei_mask/training_set_metastatic_roi_031_nuclei_patch_384_576.png,[3],[100.]
