filename,slide_name,path,class,x_coord,y_coord,tissue_mask,nuclei_mask,unique_mask_indices,class_prc,weight
training_set_primary_roi_045_img_patch_0_448.png,training_set_primary_roi_045,../dataset/patches2/images/training_set_primary_roi_045_img_patch_0_448.png,3,0.0,448.0,../dataset/patches2/tissue_mask/training_set_primary_roi_045_tissue_patch_0_448.png,../dataset/patches2/nuclei_mask/training_set_primary_roi_045_nuclei_patch_0_448.png,[3],[100.0],138.10526315789474
training_set_primary_roi_085_img_patch_448_448.png,training_set_primary_roi_085,../dataset/patches2/images/training_set_primary_roi_085_img_patch_448_448.png,3,448.0,448.0,../dataset/patches2/tissue_mask/training_set_primary_roi_085_tissue_patch_448_448.png,../dataset/patches2/nuclei_mask/training_set_primary_roi_085_nuclei_patch_448_448.png,[3],[100.0],138.10526315789474
training_set_metastatic_roi_079_img_patch_0_448.png,training_set_metastatic_roi_079,../dataset/patches2/images/training_set_metastatic_roi_079_img_patch_0_448.png,3,0.0,448.0,../dataset/patches2/tissue_mask/training_set_metastatic_roi_079_tissue_patch_0_448.png,../dataset/patches2/nuclei_mask/training_set_metastatic_roi_079_nuclei_patch_0_448.png,[3],[100.0],138.10526315789474
training_set_primary_roi_076_img_patch_448_0.png,training_set_primary_roi_076,../dataset/patches2/images/training_set_primary_roi_076_img_patch_448_0.png,1,448.0,0.0,../dataset/patches2/tissue_mask/training_set_primary_roi_076_tissue_patch_448_0.png,../dataset/patches2/nuclei_mask/training_set_primary_roi_076_nuclei_patch_448_0.png,"[1, 2, 3]","[96.2, 2.6, 1.2]",420.51282051282055
training_set_primary_roi_025_img_patch_448_448.png,training_set_primary_roi_025,../dataset/patches2/images/training_set_primary_roi_025_img_patch_448_448.png,3,448.0,448.0,../dataset/patches2/tissue_mask/training_set_primary_roi_025_tissue_patch_448_448.png,../dataset/patches2/nuclei_mask/training_set_primary_roi_025_nuclei_patch_448_448.png,"[1, 3]","[26.4, 73.6]",138.10526315789474
training_set_primary_roi_065_img_patch_0_0.png,training_set_primary_roi_065,../dataset/patches2/images/training_set_primary_roi_065_img_patch_0_0.png,3,0.0,0.0,../dataset/patches2/tissue_mask/training_set_primary_roi_065_tissue_patch_0_0.png,../dataset/patches2/nuclei_mask/training_set_primary_roi_065_nuclei_patch_0_0.png,"[1, 2, 3]","[18.6, 0.5, 80.9]",138.10526315789474
training_set_metastatic_roi_060_img_patch_448_448.png,training_set_metastatic_roi_060,../dataset/patches2/images/training_set_metastatic_roi_060_img_patch_448_448.png,3,448.0,448.0,../dataset/patches2/tissue_mask/training_set_metastatic_roi_060_tissue_patch_448_448.png,../dataset/patches2/nuclei_mask/training_set_metastatic_roi_060_nuclei_patch_448_448.png,"[1, 3]","[0.2, 99.8]",138.10526315789474
training_set_primary_roi_038_img_patch_448_0.png,training_set_primary_roi_038,../dataset/patches2/images/training_set_primary_roi_038_img_patch_448_0.png,3,448.0,0.0,../dataset/patches2/tissue_mask/training_set_primary_roi_038_tissue_patch_448_0.png,../dataset/patches2/nuclei_mask/training_set_primary_roi_038_nuclei_patch_448_0.png,"[1, 2, 3]","[1.3, 21.4, 77.3]",138.10526315789474
training_set_metastatic_roi_024_img_patch_0_0.png,training_set_metastatic_roi_024,../dataset/patches2/images/training_set_metastatic_roi_024_img_patch_0_0.png,3,0.0,0.0,../dataset/patches2/tissue_mask/training_set_metastatic_roi_024_tissue_patch_0_0.png,../dataset/patches2/nuclei_mask/training_set_metastatic_roi_024_nuclei_patch_0_0.png,[3],[100.0],138.10526315789474
training_set_primary_roi_010_img_patch_0_0.png,training_set_primary_roi_010,../dataset/patches2/images/training_set_primary_roi_010_img_patch_0_0.png,1,0.0,0.0,../dataset/patches2/tissue_mask/training_set_primary_roi_010_tissue_patch_0_0.png,../dataset/patches2/nuclei_mask/training_set_primary_roi_010_nuclei_patch_0_0.png,"[1, 2, 3]","[75.8, 0.8, 23.4]",420.51282051282055
training_set_primary_roi_077_img_patch_448_448.png,training_set_primary_roi_077,../dataset/patches2/images/training_set_primary_roi_077_img_patch_448_448.png,3,448.0,448.0,../dataset/patches2/tissue_mask/training_set_primary_roi_077_tissue_patch_448_448.png,../dataset/patches2/nuclei_mask/training_set_primary_roi_077_nuclei_patch_448_448.png,"[1, 3]","[14.1, 85.9]",138.10526315789474
training_set_metastatic_roi_005_img_patch_448_0.png,training_set_metastatic_roi_005,../dataset/patches2/images/training_set_metastatic_roi_005_img_patch_448_0.png,3,448.0,0.0,../dataset/patches2/tissue_mask/training_set_metastatic_roi_005_tissue_patch_448_0.png,../dataset/patches2/nuclei_mask/training_set_metastatic_roi_005_nuclei_patch_448_0.png,"[1, 2, 3]","[42.2, 12.7, 45.1]",138.10526315789474
training_set_primary_roi_037_img_patch_448_448.png,training_set_primary_roi_037,../dataset/patches2/images/training_set_primary_roi_037_img_patch_448_448.png,1,448.0,448.0,../dataset/patches2/tissue_mask/training_set_primary_roi_037_tissue_patch_448_448.png,../dataset/patches2/nuclei_mask/training_set_primary_roi_037_nuclei_patch_448_448.png,"[1, 3]","[90.7, 9.3]",420.51282051282055
training_set_primary_roi_085_img_patch_0_448.png,training_set_primary_roi_085,../dataset/patches2/images/training_set_primary_roi_085_img_patch_0_448.png,3,0.0,448.0,../dataset/patches2/tissue_mask/training_set_primary_roi_085_tissue_patch_0_448.png,../dataset/patches2/nuclei_mask/training_set_primary_roi_085_nuclei_patch_0_448.png,[3],[100.0],138.10526315789474
training_set_metastatic_roi_069_img_patch_448_0.png,training_set_metastatic_roi_069,../dataset/patches2/images/training_set_metastatic_roi_069_img_patch_448_0.png,3,448.0,0.0,../dataset/patches2/tissue_mask/training_set_metastatic_roi_069_tissue_patch_448_0.png,../dataset/patches2/nuclei_mask/training_set_metastatic_roi_069_nuclei_patch_448_0.png,"[2, 3]","[2.5, 97.5]",138.10526315789474
training_set_metastatic_roi_078_img_patch_0_448.png,training_set_metastatic_roi_078,../dataset/patches2/images/training_set_metastatic_roi_078_img_patch_0_448.png,3,0.0,448.0,../dataset/patches2/tissue_mask/training_set_metastatic_roi_078_tissue_patch_0_448.png,../dataset/patches2/nuclei_mask/training_set_metastatic_roi_078_nuclei_patch_0_448.png,[3],[100.0],138.10526315789474
training_set_metastatic_roi_075_img_patch_448_448.png,training_set_metastatic_roi_075,../dataset/patches2/images/training_set_metastatic_roi_075_img_patch_448_448.png,3,448.0,448.0,../dataset/patches2/tissue_mask/training_set_metastatic_roi_075_tissue_patch_448_448.png,../dataset/patches2/nuclei_mask/training_set_metastatic_roi_075_nuclei_patch_448_448.png,"[2, 3]","[2.0, 98.0]",138.10526315789474
training_set_primary_roi_093_img_patch_0_448.png,training_set_primary_roi_093,../dataset/patches2/images/training_set_primary_roi_093_img_patch_0_448.png,3,0.0,448.0,../dataset/patches2/tissue_mask/training_set_primary_roi_093_tissue_patch_0_448.png,../dataset/patches2/nuclei_mask/training_set_primary_roi_093_nuclei_patch_0_448.png,"[1, 3]","[1.6, 98.4]",138.10526315789474
